node_id,community,is_brnpdb,is_active
1316,17,False,False
1317,26,False,False
1318,26,False,False
1319,26,False,False
1320,26,False,False
1321,4,False,False
1322,1,False,False
1323,26,False,False
1324,22,False,False
1325,17,False,False
1326,21,False,False
1327,24,False,False
1328,0,False,False
1329,15,False,False
1330,15,False,False
1331,24,False,False
1332,0,False,False
1333,21,False,False
1334,8,False,False
1335,21,False,False
1336,6,False,False
1337,25,False,False
1338,6,False,False
1339,8,False,False
1340,22,False,False
1341,10,False,False
1342,18,False,False
1343,26,False,False
1344,26,False,False
1345,19,False,False
1346,0,False,False
1347,21,False,False
1348,8,False,False
1349,18,False,False
1350,24,False,False
1351,7,False,False
1352,3,False,False
1353,24,False,False
1354,8,False,False
1355,2,False,False
1356,2,False,False
1357,21,False,False
1358,8,False,False
1359,14,False,False
1360,14,False,False
1361,0,False,False
1362,0,False,False
1363,14,False,False
1364,8,False,False
1365,20,False,False
1366,4,False,False
1367,20,False,False
1368,7,False,False
1369,20,False,False
1370,15,False,False
1371,20,False,False
1372,18,False,False
1373,18,False,False
1374,18,False,False
1375,18,False,False
1376,20,False,False
1377,4,False,False
1378,8,False,False
1379,24,False,False
1380,15,False,False
1381,15,False,False
1382,24,False,False
1383,14,False,False
1384,18,False,False
1385,24,False,False
1386,15,False,False
1387,16,False,False
1388,2,False,False
1389,18,False,False
1390,15,False,False
1391,13,False,False
1392,7,False,False
1393,22,False,False
1394,22,False,False
1395,22,False,False
1396,1,False,False
1397,13,False,False
1398,22,False,False
1399,0,False,False
1400,8,False,False
1401,19,False,False
1402,0,False,False
1403,1,False,False
1404,8,False,False
1405,19,False,False
1406,14,False,False
1407,19,False,False
1408,0,False,False
1409,10,False,False
1410,25,False,False
1411,4,False,False
1412,13,False,False
1413,4,False,False
1414,6,False,False
1415,4,False,False
1416,13,False,False
1417,3,False,False
1418,4,False,False
1419,4,False,False
1420,4,False,False
1421,0,False,False
1422,2,False,False
1423,6,False,True
1424,13,False,False
1425,22,False,False
1426,15,False,False
1427,15,False,False
1428,11,False,False
1429,11,False,True
1430,5,False,True
1431,11,False,False
1432,13,False,False
1433,2,False,False
1434,13,False,False
1435,13,False,False
1436,26,False,False
1437,1,False,False
1438,22,False,False
1439,22,False,False
1440,22,False,False
1441,10,False,False
1442,1,False,False
1443,1,False,False
1444,13,False,False
1445,13,False,False
1446,13,False,False
1447,6,False,False
1448,15,False,False
1449,5,False,False
1450,22,False,False
1451,10,False,False
1452,13,False,False
1453,4,False,True
1454,5,False,False
1455,0,False,False
1456,0,False,False
1457,0,False,False
1458,21,False,False
1459,15,False,False
1460,0,False,False
1461,0,False,False
1462,0,False,False
1463,13,False,False
1464,21,False,False
1465,9,False,False
1466,4,False,False
1467,21,False,False
1468,24,False,False
1469,8,False,False
1470,1,False,False
1471,25,False,False
1472,3,False,False
1473,10,False,False
1474,14,False,False
1475,1,False,False
1476,0,False,False
1477,24,False,False
1478,15,False,False
1479,10,False,False
1480,7,False,False
1481,13,False,False
1482,2,False,False
1483,4,False,False
1484,1,False,False
1485,13,False,False
1486,6,False,False
1487,13,False,False
1488,21,False,False
1489,13,False,False
1490,0,False,False
1491,4,False,False
1492,26,False,False
1493,24,False,False
1494,13,False,False
1495,26,False,False
1496,8,False,False
1497,14,False,False
1498,14,False,False
1499,22,False,False
1500,1,False,False
1501,9,False,False
1502,9,False,False
1503,14,False,False
1504,24,False,False
1505,9,False,False
1506,9,False,True
1507,9,False,False
1508,3,False,False
1509,1,False,False
1510,1,False,False
1511,2,False,False
1512,14,False,False
1513,22,False,False
1514,7,False,False
1515,22,False,False
1516,1,False,False
1517,1,False,False
1518,22,False,False
1519,25,False,False
1520,25,False,False
1521,17,False,False
1522,13,False,False
1523,1,False,False
1524,1,False,False
1525,26,False,False
1526,4,False,False
1527,4,False,False
1528,13,False,False
1529,15,False,False
1530,6,False,False
1531,15,False,False
1532,16,False,False
1533,25,False,False
1534,1,False,False
1535,10,False,False
1536,14,False,False
1537,20,False,True
1538,0,False,False
1539,8,False,False
1540,4,False,False
1541,7,False,False
1542,0,False,False
1543,21,False,False
1544,20,False,False
1545,18,False,False
1546,15,False,False
1547,15,False,False
1548,0,False,False
1549,20,False,False
1550,3,False,False
1551,21,False,False
1552,22,False,False
1553,18,False,False
1554,4,False,False
1555,18,False,False
1556,18,False,False
1557,18,False,False
1558,15,False,False
1559,7,False,False
1560,7,False,False
1561,18,False,False
1562,17,False,False
1563,18,False,False
1564,18,False,False
1565,22,False,False
1566,24,False,False
1567,20,False,False
1568,14,False,False
1569,21,False,False
1570,8,False,False
1571,4,False,False
1572,18,False,False
1573,9,False,False
1574,21,False,False
1575,8,False,False
1576,18,False,False
1577,8,False,False
1578,8,False,False
1579,20,False,False
1580,20,False,False
1581,8,False,False
1582,2,False,False
